transaction_id,merchant_id,amount_inr,payment_method,gateway,bank,decline_reason,decline_message,hour_of_day,day_of_week,retry_attempt_number,action_taken,outcome_success
5bcb7341-d9b8-4893-a778-ebbfbc3fd9d1,M100,21425.46,WALLET,GatewayB,BankX,INSUFFICIENT_FUNDS,Available limit exceeded,13,4,2,RETRY_SAME,0
a46a5c68-1b20-43cf-89ae-0c468ead7659,M103,6859.74,WALLET,GatewayA,BankW,BANK_SERVER_ERROR,Issuer connection failure,23,1,2,RETRY_SAME,1
1492b98e-713c-4547-9d8f-b00605790688,M114,9880.81,UPI,GatewayA,BankW,CARD_EXPIRED,Declined by bank,8,3,1,RETRY_SAME,0
4a67afb0-7f1d-40f9-bfa9-d5bdbdf07a29,M113,10568.04,UPI,GatewayB,BankX,BANK_SERVER_ERROR,Issuing bank server not responding,11,1,1,SWITCH_METHOD,1
f0729d8d-064c-4e7a-bb82-43e86c697d9d,M103,5024.05,UPI,GatewayC,BankY,RISK_BLOCK,Transaction flagged for manual review,18,1,1,RETRY_SAME,0
497facfb-187b-49c2-b78b-32f155d3d9e2,M111,17973.01,CARD,GatewayB,BankX,INSUFFICIENT_FUNDS,Available limit exceeded,12,3,3,ABANDON,0
7a66fdea-4cb5-4225-8955-276fb0e82435,M103,2592.44,NETBANKING,GatewayC,BankX,OTP_TIMEOUT,Customer did not complete 2FA in time,11,4,1,RETRY_SAME,0
bd6a1a87-f90b-4075-8acc-f4b1f2ad1107,M113,10530.47,WALLET,GatewayA,BankW,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,14,5,1,RETRY_SAME,0
0cdc928e-4d99-423d-afd4-f8ef0fc2f260,M109,20214.57,WALLET,GatewayB,BankW,OTP_TIMEOUT,Customer did not complete 2FA in time,7,6,3,RETRY_SAME,0
ef16ad1f-6a53-479e-b39a-234645b3439b,M110,9505.78,UPI,GatewayB,BankZ,INSUFFICIENT_FUNDS,Txn declined by issuer: low funds,8,2,1,SWITCH_METHOD,0
4f9c3859-724e-4631-a7f1-1fc7e592e12f,M108,23704.16,UPI,GatewayA,BankW,BANK_SERVER_ERROR,Bank system temporarily unavailable,20,5,1,RETRY_SAME,0
a189ae18-493b-4992-9c1f-898497453528,M103,7689.84,NETBANKING,GatewayB,BankZ,RISK_BLOCK,"Unusual activity detected, transaction held",11,5,1,RETRY_BACKOFF,0
b3d250d3-9af8-4039-b7bd-0af53d5477db,M111,13419.81,CARD,GatewayA,BankY,INSUFFICIENT_FUNDS,Available limit exceeded,16,4,1,RETRY_BACKOFF,0
a8872e10-a878-49c6-bba2-aa952062f8a8,M104,403.0,CARD,GatewayB,BankX,OTP_TIMEOUT,Customer did not complete 2FA in time,4,5,2,RETRY_BACKOFF,1
1a803a90-5b31-4b56-82bc-20c6906bceea,M107,11993.92,NETBANKING,GatewayA,BankX,BANK_SERVER_ERROR,Unabble to reach issuing bank,15,0,1,RETRY_SAME,0
66ede328-1165-4650-8584-fc153176c447,M101,24848.26,UPI,GatewayC,BankW,GATEWAY_TIMEOUT,Gateway connection timed out,16,3,1,ABANDON,0
18c54d48-9169-4e9b-932f-996b3f9ef8f0,M104,14237.31,UPI,GatewayC,BankX,BANK_SERVER_ERROR,Bank system temporarily unavailable,8,5,1,RETRY_SAME,0
1906c0dc-a2aa-4a8e-825e-47e1613f9dc1,M106,11290.07,WALLET,GatewayB,BankX,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,14,0,1,RETRY_SAME,0
6545f999-7cb1-4a2f-825f-811631b866a1,M110,20107.45,CARD,GatewayB,BankX,NETWORK_ERROR,Connection dropped mid-transaction,4,0,1,RETRY_SAME,0
ca9c77bb-91b1-445a-ad8d-2a3e542e44c3,M114,7250.83,UPI,GatewayB,BankZ,RISK_BLOCK,Blocked due to unusual transaction pattern,15,3,1,RETRY_SAME,0
434b9529-1302-4b7b-ad04-9896507cc8fd,M100,2328.61,UPI,GatewayC,BankZ,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,20,3,2,SWITCH_GATEWAY,0
1f10acd7-cbe5-4209-8e4d-de50e2b77d8b,M107,24227.93,WALLET,GatewayB,BankW,OTP_TIMEOUT,Authenticatiion step incomplete - session expired,13,5,1,RETRY_SAME,1
96e0b234-0f67-4591-9080-41f816e4fad7,M101,7897.2,NETBANKING,GatewayA,BankW,GATEWAY_TIMEOUT,Gateway request timed out,17,3,1,ABANDON,0
331dc95c-f16e-4436-b546-234c693d33b4,M112,1337.71,NETBANKING,GatewayC,BankY,OTP_TIMEOUT,One time password expired before submission,15,0,1,SWITCH_METHOD,0
da1bf989-105d-4d15-bb88-a892bb766e94,M104,13793.43,WALLET,GatewayA,BankY,GATEWAY_TIMEOUT,Gateway request timed out,3,5,2,RETRY_SAME,0
de14f689-1e62-49cf-9534-ec3e8fce3293,M104,10416.48,WALLET,GatewayB,BankY,BANK_SERVER_ERROR,Bank system temporarily unavailable,19,4,2,RETRY_SAME,0
22d42c48-6540-4678-b052-11d9a3307e4a,M112,12718.06,UPI,GatewayB,BankZ,OTP_TIMEOUT,Customer did not complete 2FA in time,15,6,1,SWITCH_METHOD,1
3f0b4776-52a4-4371-a8c9-f744270f9179,M106,11410.85,NETBANKING,GatewayA,BankY,BANK_SERVER_ERROR,Bank system temporarily unavailable,13,0,1,ABANDON,0
1347e574-d9fd-441b-8858-8c975c159af4,M110,19820.22,CARD,GatewayB,BankX,BANK_SERVER_ERROR,Unable to process transaction at this time,3,6,2,RETRY_SAME,0
fcf8f722-a81b-4432-8a09-d78437d7411d,M102,10278.97,CARD,GatewayA,BankW,OTP_TIMEOUT,3DS authentication timeout,22,3,1,RETRY_SAME,1
93afbfa2-2cc0-4648-8fd8-269cc02abd8f,M106,23855.78,WALLET,GatewayC,BankX,CARD_EXPIRED,Invalid expiry date,9,1,2,RETRY_SAME,0
525dc104-075e-47f6-8d43-525dcbcbdff1,M111,7521.68,UPI,GatewayA,BankZ,BANK_SERVER_ERROR,Issuer timeout - please retry,13,1,1,RETRY_SAME,0
2d02cb32-1684-4df4-8de8-26d3af9a9ea5,M102,2020.26,WALLET,GatewayC,BankY,INSUFFICIENT_FUNDS,Account balance below transaction amount,14,5,1,RETRY_SAME,0
33bc1213-b2a8-4734-9607-98961ffab0c7,M110,13687.62,UPI,GatewayB,BankZ,INSUFFICIENT_FUNDS,Available limit exceeded,13,5,1,SWITCH_METHOD,0
c3f670ed-679d-4acb-b167-f8623b4f5a56,M101,5968.28,NETBANKING,GatewayC,BankZ,RISK_BLOCK,Blocked due to unusual trannsaction pattern,0,4,2,SWITCH_METHOD,0
1596c8a2-33ed-41b8-bbfb-8590a20a65f2,M111,12443.35,NETBANKING,GatewayA,BankZ,RISK_BLOCK,Declined: suspected fraud,21,6,2,RETRY_SAME,0
8e57ef44-71c6-440d-94c5-51ba612bcfee,M114,15705.08,UPI,GatewayB,BankW,GATEWAY_TIMEOUT,"Payment failed, please try again",2,2,1,RETRY_SAME,0
cd288782-4dab-4ec0-ae64-a6cca0af8f3f,M105,13294.77,NETBANKING,GatewayA,BankZ,INSUFFICIENT_FUNDS,Not enough balance to complete transaction,9,5,2,ABANDON,0
8fe0d867-d558-4cae-b0ca-3a24f85ed9df,M103,21510.51,WALLET,GatewayC,BankZ,RISK_BLOCK,Declined y bank,14,2,1,RETRY_SAME,0
c9ec5f54-fa0b-4f69-ac08-c0120de97951,M105,2753.24,CARD,GatewayB,BankX,GATEWAY_TIMEOUT,Gateway connection timed out,19,1,1,RETRY_SAME,0
1bb9e6d0-bb3b-43b5-8c9b-4d6bd1a4fde3,M101,3537.44,UPI,GatewayB,BankW,GATEWAY_TIMEOUT,Transaction could not be completed,4,3,1,SWITCH_GATEWAY,0
82e6e84f-5129-434c-8085-092602147a62,M106,14704.14,CARD,GatewayB,BankX,GATEWAY_TIMEOUT,Gateway connection timed out,8,0,1,RETRY_SAME,0
e36065e3-83a8-486e-baa6-375b3abc1ea5,M101,24524.15,NETBANKING,GatewayC,BankZ,OTP_TIMEOUT,"Payment failed, please try again",3,6,2,RETRY_BACKOFF,0
39d631c6-3719-40a5-aad9-14092d5a326d,M100,19680.53,CARD,GatewayA,BankY,OTP_TIMEOUT,Unable to process transaction at this time,6,6,2,ABANDON,0
57038ba0-9ece-48a9-9aea-bf7aa8cb27bd,M113,24601.5,CARD,GatewayC,BankZ,INSUFFICIENT_FUNDS,Insufficient balance in account,0,1,1,ABANDON,0
deb7ef17-45e4-42ee-a547-a6b0597a1c04,M104,1357.36,WALLET,GatewayC,BankX,RISK_BLOCK,Transaction flagged for manual review,11,4,1,SWITCH_GATEWAY,1
91466faf-3c6c-497d-87d6-3b8e0a655650,M112,22723.35,NETBANKING,GatewayB,BankX,BANK_SERVER_ERROR,Declined by bank,13,5,1,ABANDON,0
219b8e42-e151-460b-ad53-17127cfdb6b6,M102,1688.77,NETBANKING,GatewayC,BankZ,GATEWAY_TIMEOUT,Gateway connection timed out,14,4,1,RETRY_SAME,0
e29b0d10-b21f-4531-a760-ad69d44c459e,M110,21948.77,CARD,GatewayB,BankW,OTP_TIMEOUT,One time password expired before submission,14,3,1,RETRY_SAME,0
9c1de613-8613-4081-b304-d4ab8df2f143,M102,17186.18,WALLET,GatewayA,BankX,OTP_TIMEOUT,OTP validation timed out,23,5,1,SWITCH_GATEWAY,0
a4eda1be-53e5-4936-8235-d19f9993e435,M110,3099.67,NETBANKING,GatewayC,BankW,OTP_TIMEOUT,authentication step incomplete - session expired,9,2,1,ABANDON,0
2a17fd62-ec2f-4dce-a2f6-afa64ab0036e,M101,8785.34,NETBANKING,GatewayA,BankZ,BANK_SERVER_ERROR,Unable to reach issuing bank,19,4,1,SWITCH_METHOD,1
b4c473a3-7c5c-4a23-9ae3-3f7e5a790072,M111,6722.82,CARD,GatewayB,BankZ,BANK_SERVER_ERROR,issuer timeout - please retry,21,3,1,RETRY_SAME,0
8367a868-7487-4adb-a8e1-a9f336df26de,M108,5417.57,WALLET,GatewayB,BankZ,GATEWAY_TIMEOUT,Upstream timeout at gateway,18,4,1,RETRY_SAME,1
eb6b7348-bd7e-4914-94d3-db043cc380f1,M101,6838.97,WALLET,GatewayB,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,3,2,1,ABANDON,0
99cb26cd-d331-452c-98d8-8d4c431020bb,M110,7745.06,CARD,GatewayB,BankX,INSUFFICIENT_FUNDS,"Payment failed, please try again",4,6,1,RETRY_SAME,0
442243a6-6f60-4e12-93a7-87ae84da8411,M106,13337.93,CARD,GatewayC,BankZ,INSUFFICIENT_FUNDS,Transaction declined,14,0,2,SWITCH_METHOD,0
ce77635a-6862-4409-9cb1-eae91ab35baf,M106,7273.4,WALLET,GatewayA,BankZ,BANK_SERVER_ERROR,"Bank system error, transaction not processed",22,2,1,RETRY_SAME,0
e5e6b46c-9ea6-47d3-9847-260ade18846c,M101,9924.38,NETBANKING,GatewayC,BankZ,RISK_BLOCK,Declined: suspected faud,16,4,1,ABANDON,0
89a69676-10ce-4dda-800c-82c2a21c8664,M102,6436.41,CARD,GatewayC,BankY,RISK_BLOCK,"Unusual activity detected, transaction helld",14,6,1,RETRY_BACKOFF,0
f4828ded-11be-4286-8a49-00b5ce422df4,M110,15900.69,NETBANKING,GatewayC,BankZ,BANK_SERVER_ERROR,Issuing bank server not responding,20,2,2,RETRY_SAME,0
2dae127d-ec9b-49fc-8e46-79e5b915b2ff,M107,988.3,NETBANKING,GatewayB,BankX,BANK_SERVER_ERROR,Issuing bank server not responding,16,3,1,RETRY_SAME,1
64cc2091-6bb9-490f-8792-ac4a1b3e22b7,M107,22730.8,CARD,GatewayB,BankW,BANK_SERVER_ERROR,Issuing bank server not responding,10,5,1,RETRY_SAME,0
2e36fe4f-d85d-4f43-ab17-5a86c495de49,M108,13092.56,CARD,GatewayB,BankZ,GATEWAY_TIMEOUT,Processor did not respond in time,10,5,1,SWITCH_METHOD,0
8c8bb316-0655-4ab6-8953-eb57adaa324f,M101,13971.18,WALLET,GatewayB,BankZ,RISK_BLOCK,"Unusual activity detected, transaction held",19,6,1,RETRY_SAME,0
a3d2851a-ebfa-4d3e-9bad-4f023edebaa3,M104,24194.03,WALLET,GatewayA,BankX,OTP_TIMEOUT,One time password expired before submission,10,6,1,RETRY_SAME,0
100dd584-4d23-4f09-b6e2-30c1639a87c1,M114,13183.51,WALLET,GatewayC,BankZ,GATEWAY_TIMEOUT,"Payment failed, please try again",6,2,3,RETRY_SAME,0
e7eb6cee-5064-4e9b-b862-05a9458c4dcc,M104,21118.49,UPI,GatewayC,BankX,BANK_SERVER_ERROR,"Bank system error, transaction not processed",12,1,1,RETRY_BACKOFF,1
0c8a00bc-bdd9-4042-bd94-7cea3652b5c4,M102,18043.52,UPI,GatewayB,BankZ,RISK_BLOCK,Declined: suspected fraud,19,2,2,RETRY_SAME,0
f1dd7004-cf01-47e4-a7a6-26ac5278b865,M112,19620.04,CARD,GatewayB,BankW,RISK_BLOCK,Blocked due to unusual transaction pattern,16,4,1,RETRY_BACKOFF,0
6d657501-4e67-476d-abd8-9c2107f95b37,M104,1351.89,WALLET,GatewayB,BankX,OTP_TIMEOUT,Customer did not complete 2FA in time,9,0,2,ABANDON,0
096a3526-434e-42d9-b7c5-99348208cf07,M106,2338.25,CARD,GatewayB,BankZ,INSUFFICIENT_FUNDS,Not enough balance to complete traansaction,7,3,3,RETRY_SAME,0
fc1c0cd2-f1f2-4b84-816f-e080ea81660d,M110,8415.49,CARD,GatewayA,BankX,INSUFFICIENT_FUNDS,Not enough balance to complete transaction,4,6,2,RETRY_SAME,0
71cdf2fc-e315-42a0-a0e6-d68d50b13a5a,M103,20882.33,WALLET,GatewayA,BankZ,BANK_SERVER_ERROR,issuing bank server not responding,19,3,1,RETRY_SAME,1
50f73acf-3471-4d82-bd7e-6b7a98f641f1,M108,14397.43,CARD,GatewayB,BankW,RISK_BLOCK,"Payment failed, please try again",13,1,1,ABANDON,0
a5d41301-d4a0-4f3f-8bbd-c37ac06aaa2f,M108,13624.84,UPI,GatewayB,BankW,OTP_TIMEOUT,Declined by bank,8,5,1,RETRY_SAME,1
b486b77c-4910-42c6-adaf-526319294ec9,M111,18929.14,CARD,GatewayA,BankZ,RISK_BLOCK,"Unusual activity detected, transaction held",21,3,3,RETRY_SAME,0
43b69920-5838-4442-b521-e64363a9ce70,M112,23592.95,UPI,GatewayB,BankY,BANK_SERVER_ERROR,Transaction could not be completed,10,2,1,RETRY_BACKOFF,1
c8b37463-e4d2-40fc-8040-030fa7773f96,M112,16190.17,NETBANKING,GatewayB,BankX,NETWORK_ERROR,Request failed: network issue,11,3,2,RETRY_SAME,1
4661404a-5b48-42a8-a78e-6d6f1ff3e84a,M102,12430.27,WALLET,GatewayB,BankZ,GATEWAY_TIMEOUT,"Payment service unavailable, try again",13,4,3,RETRY_SAME,0
736ecb39-ed5a-4f36-b952-dd56ec0ce42b,M110,7426.22,WALLET,GatewayC,BankW,OTP_TIMEOUT,One time password expired before submission,1,5,2,RETRY_SAME,1
5e888385-e011-44c9-af03-2874833ad459,M112,23700.21,UPI,GatewayC,BankW,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,0,1,2,RETRY_SAME,0
89e70e6f-6745-45f6-9522-a80ab42d2a6a,M112,16146.81,NETBANKING,GatewayB,BankX,GATEWAY_TIMEOUT,"Payment service unavailable, try again",11,2,1,RETRY_BACKOFF,1
9e32e9f0-66eb-4923-8adc-1ff5f5402760,M110,7003.31,UPI,GatewayA,BankY,OTP_TIMEOUT,One time password expired before submission,3,2,2,SWITCH_GATEWAY,0
b91e6abc-286e-41d3-9e31-8ac3be0767c2,M114,24965.79,CARD,GatewayA,BankY,GATEWAY_TIMEOUT,Processor did not respond in time,22,3,3,ABANDON,0
f8d58a0c-07c5-486e-83ef-6da010816880,M110,8718.26,UPI,GatewayC,BankZ,RISK_BLOCK,Declined: suspected fraud,22,5,1,RETRY_SAME,0
eccb354e-a729-4347-ab29-81909e91ce23,M103,19769.81,UPI,GatewayB,BankZ,INSUFFICIENT_FUNDS,Account balance below transaction amount,2,0,1,RETRY_BACKOFF,0
fb58d42a-21d3-4717-8afc-fdd7140b5339,M112,10265.37,UPI,GatewayA,BankZ,NETWORK_ERROR,Transaction interrupted due to connectivity issue,16,2,1,RETRY_SAME,1
2792c07a-5acc-4770-a724-94f692929266,M112,24158.3,WALLET,GatewayC,BankX,RISK_BLOCK,Declined by fraud prevention system,5,1,1,RETRY_SAME,0
49aab4be-309b-4e87-9596-784f58378e64,M113,2017.55,CARD,GatewayC,BankZ,GATEWAY_TIMEOUT,"Payment failed, please try again",2,4,1,ABANDON,0
06cb96ca-7f63-4124-8956-acfe8a061301,M109,18029.79,NETBANKING,GatewayC,BankX,BANK_SERVER_ERROR,issuing bank server not responding,6,6,1,RETRY_SAME,1
cf6584eb-023a-4d24-a015-046c3657a3d5,M104,12099.47,WALLET,GatewayB,BankW,GATEWAY_TIMEOUT,Transaction declined,13,3,1,ABANDON,0
77a76937-5917-48e9-857c-a32b79ce53cd,M113,8667.0,WALLET,GatewayA,BankZ,INSUFFICIENT_FUNDS,Insufficient balance in account,14,0,1,SWITCH_GATEWAY,0
df367005-7883-43fe-bd27-7fa0c60dbc3e,M113,15403.67,CARD,GatewayA,BankZ,INSUFFICIENT_FUNDS,Declined - insufficient credit limit available,5,3,3,SWITCH_GATEWAY,0
d9e1ea98-7799-41e7-95a2-e8d935d9637b,M101,23633.56,WALLET,GatewayA,BankY,BANK_SERVER_ERROR,issuing bank server not responding,20,5,1,RETRY_SAME,0
0d60dab2-cd86-4f7f-9ecd-2338490fac30,M114,6648.6,NETBANKING,GatewayB,BankZ,BANK_SERVER_ERROR,Transaction declined,6,2,1,RETRY_SAME,0
acff3120-fe58-4c65-8f78-2656c83fd90f,M104,20641.52,UPI,GatewayA,BankX,OTP_TIMEOUT,3DS authentication timeout,11,6,1,RETRY_SAME,0
fc79df94-23a0-4e44-b61d-c4c223e5e186,M102,17854.12,WALLET,GatewayC,BankW,GATEWAY_TIMEOUT,Unable to process transaction at this time,19,2,1,RETRY_SAME,1
746fa396-080b-4605-af45-bcbc61c442a9,M105,12707.51,WALLET,GatewayC,BankZ,NETWORK_ERROR,Network error during transaction,21,0,3,RETRY_SAME,1
2d1ef5cd-aee7-4b37-92ac-f660c1ce8510,M111,15750.05,WALLET,GatewayB,BankY,BANK_SERVER_ERROR,"Bank system error, transaction not processed",16,5,2,RETRY_SAME,0
cfc5f8d5-5220-4603-af73-5686974c508d,M111,2791.89,UPI,GatewayB,BankZ,RISK_BLOCK,Transaction flagged for manual review,13,4,2,RETRY_BACKOFF,1
7d24d4fa-ffd0-45f5-ad57-ff65b31a62fa,M100,17659.09,CARD,GatewayC,BankZ,NETWORK_ERROR,Transaction interrupted due to connectivity issue,10,1,1,RETRY_SAME,0
8357b909-40ff-42ce-9d5f-6f78557ff9a2,M113,18037.07,NETBANKING,GatewayC,BankW,BANK_SERVER_ERROR,Bank system temporarily unavailable,9,1,3,RETRY_SAME,0
6469ec0d-dde5-49fa-95bf-9bdbfeeefa4e,M111,17639.46,NETBANKING,GatewayB,BankZ,NETWORK_ERROR,Request failed: network issue,18,5,1,RETRY_SAME,0
fdbe163a-6da4-4589-bdaf-0e3e3d0c66d8,M112,3704.58,UPI,GatewayB,BankX,CARD_EXPIRED,Card validity has lapsed,23,3,1,SWITCH_GATEWAY,0
c85a70d6-b742-491a-8f8f-52fe5697784b,M102,2775.2,CARD,GatewayA,BankX,RISK_BLOCK,Declined by fraud prevention system,7,0,1,ABANDON,0
bb12b625-608e-417a-b482-128e706091e3,M108,24448.87,CARD,GatewayB,BankW,INSUFFICIENT_FUNDS,Txn declined by issuer: low funds,9,2,1,RETRY_BACKOFF,1
f2a0c85f-946d-43ee-a7dd-79978e45a552,M103,13402.05,UPI,GatewayA,BankW,OTP_TIMEOUT,Txn declined: OTP not entered within time limit,1,6,1,RETRY_SAME,0
d3c75c1e-5253-4323-9db8-9e0667f90899,M114,7272.2,UPI,GatewayA,BankZ,BANK_SERVER_ERROR,Issuing bank server not responding,10,2,1,RETRY_SAME,0
16f04a95-79cb-49cb-a994-a6385b7627d1,M102,21283.94,WALLET,GatewayB,BankY,GATEWAY_TIMEOUT,Upstream timeout at gateway,14,5,1,RETRY_SAME,0
07107f92-e1f5-4f89-97ba-9e057845023b,M109,16876.31,CARD,GatewayA,BankW,OTP_TIMEOUT,Customer did not complete 2FA in time,12,5,1,RETRY_SAME,0
